protein	logFC	se	df	t	pval	adjPval	group1	group2	batch
NbD043970.1	0.8890404372910798	0.0858427550336343	7.391818028716003	10.356615848859258	1.1582385914831553e-5	2.2162783840457123e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD043985.1	1.4589062205316132	0.09667191146110925	6.668412473717504	15.091314514025367	2.1083815226131215e-6	4.686690867181804e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD043986.1	-0.18738625606667772	0.10539218604347302	8.89163228429626	-1.7779900303935543	0.10952969526415386	0.12717741123706847	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD043988.1	0.2220840806294999	0.0962119166264554	8.674235929395707	2.3082803920406825	0.047400534703639766	0.05730129574022253	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD043992.1	-0.35527425642710764	0.06875989860833792	7.6277684220231174	-5.1668816216670015	9.946548757693002e-4	0.001441959112568862	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD043998.1	2.1129421045274874	0.14818892232254469	7.4836090059919	14.258434918154713	1.0764209093602746e-6	2.566408016553739e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044011.1	-0.6799538945706216	0.05483168630527815	8.22614268856568	-12.40074745804724	1.307873623664248e-6	3.0435309117353438e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044058.1	-0.7078236891427234	0.051160091378834455	9.118877439855702	-13.835465693393163	1.98795640485382e-7	5.824569188334108e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044061.1	-2.31816307144756	0.11880380730352683	7.191398844581352	-19.512531829261864	1.7144340272257568e-7	5.10332527224829e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044074.1	0.06297306545260918	0.05168742642098142	9.118877439855702	1.218343992206325	0.25367509814904277	0.283213477893534	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044075.1	0.3066652682329738	0.07300171495822742	9.07713489855071	4.200795397867733	0.0022608568778712938	0.0031254667482453406	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044082.1	-0.10612858279151538	0.05836201509625895	8.90837569076021	-1.8184530231945042	0.1026959609890464	0.11952215517037232	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044090.1	-1.3695640103768665	0.08095839264211552	9.118877439855702	-16.91688737486622	3.384072648736259e-8	1.2967441333236367e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044114.1	-1.5850954667839656	0.08420336338989262	8.465799261446989	-18.82460988457657	3.32047483960922e-8	1.2800588078838648e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044128.1	2.0212993507459935	0.07043769612925721	8.480317048071111	28.69627290246395	9.587032878890737e-10	7.621861726491782e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044147.1	-1.3416899591209825	0.09691470152890115	6.709196055014011	-13.84402921285244	3.5017515822899597e-6	7.380106636637519e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044174.1	-0.21868878419503235	0.08314515759550037	8.899933479266434	-2.630204698858702	0.027599780056616004	0.03407455575931481	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044203.1	-0.9064372071994822	0.05033608187857417	9.118877439855702	-18.007702891656972	1.9432331789776526e-8	8.245361674902328e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044229.1	-0.42749210854769226	0.07743601072365926	7.792692354756505	-5.5205853782067225	6.135139704128593e-4	9.125101264329745e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044237.1	-0.04323234849323254	0.06939554622332923	8.031636919455147	-0.622984483097833	0.5505705258481042	0.5844497765477144	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044251.1	0.011431208029782314	0.058828004688292516	8.755936648854387	0.19431575302191512	0.8503620143462253	0.8694319176427767	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044252.1	-0.3150610010561966	0.05344516551252651	7.176008972274013	-5.89503275057409	5.491485447464564e-4	8.230780603579897e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044262.1	0.30368430609835756	0.12700656155505738	8.5884601042397	2.3910914710238047	0.04174222461879198	0.05077709218534238	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044268.1	0.16757488706001283	0.07399372614660925	6.267244872882402	2.2647175076436117	0.06227176011840591	0.07423431809205912	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044278.1	0.3052850959055575	0.0735161288333548	8.720063065897733	4.152627467607455	0.0026502900690838073	0.0036301336691190833	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044296.1	0.17160673494093714	0.13173315369973754	6.383727820796296	1.3026844808717204	0.23770165084657702	0.26644530255456755	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044310.1	0.5497542954788088	0.0646636229143724	8.750815428354002	8.50175524818326	1.6191807748138654e-05	3.010611611264399e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044364.1	0.022270079866524073	0.06544716397017619	8.386381612903818	0.3402757050965935	0.7420159904902878	0.7692175047588412	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044385.1	0.44422172065880305	0.07820228153841642	6.630035948317681	5.680418933053528	9.084074431127841e-4	0.0013216426101686485	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044387.1	-1.1320597455481576	0.06524207428393997	8.146014419681062	-17.351682299696996	1.0120128940474134e-7	3.2228607345715205e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044397.1	-0.15420203471187993	0.09143116619062769	9.118877439855702	-1.686536890390081	0.12552902221687012	0.1450759625620734	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044402.1	-1.5332825107369008	0.06214654343092659	7.484648015763349	-24.672048131543846	1.9225911328920844e-8	8.18000774922775e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044403.1	0.6799001553277253	0.17158340514216286	7.999922053192599	3.962505317833063	0.004162476903428507	0.005566580905273442	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044426.1	-0.6940491088305591	0.09234545175118881	7.727270525646365	-7.515790931431815	8.180670083291904e-5	1.357772434329429e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044428.1	0.34981200227513426	0.045565405457329164	8.197589056935996	7.677140119003752	5.141498852640857e-5	8.764676411140537e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044432.1	-0.48004610823859706	0.0693100494331208	8.772085657836964	-6.926067895851191	7.782961816081594e-5	1.2956137628261015e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044467.1	-0.4068521899751708	0.0960332817362695	9.082223155459126	-4.236574889656326	0.0021410551163034384	0.002969036083067586	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044473.1	-0.21684121150437186	0.07455205493143864	8.829342816711652	-2.908587988671655	0.017696998968959956	0.02230470843252837	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044479.1	-3.2599929791373423	0.0706621847424472	8.698234608072376	-46.13490215480197	1.0576992321729981e-11	4.296181972135414e-10	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044481.1	-1.965799661992158	0.07666235105668677	7.641167031414601	-25.642308576455978	1.0892188490542162e-8	5.138996639465932e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044526.1	-3.0268388825151122	0.1567504717069394	6.588231287213041	-19.309918812710745	4.787340074020804e-7	1.2472207259897932e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044540.1	0.8971400275193382	0.07110365804696452	7.79519015129616	12.617354045649385	1.833032784695105e-6	4.115573106541572e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044566.1	0.5894376303143756	0.16050437660586483	9.118877439855702	3.6724084587537504	0.005022298192720077	0.006652721116238749	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044567.1	-0.2026200783892789	0.045853061683075826	9.118877439855702	-4.4188996536313105	0.0016212957405045741	0.0022916638306151333	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044570.1	0.13844623927906297	0.11949852218165326	8.437614691675012	1.1585602629345217	0.2783734814887882	0.30885838472607546	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044573.1	-0.48569647340192545	0.06916844395783835	7.5905789106186905	-7.021937253612094	1.4179565796642102e-4	2.2813935894633387e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044580.1	-0.27627151353129065	0.059413994744162466	8.887749072433955	-4.649940047305686	0.0012430902319748379	0.0017801689604049922	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044592.1	-2.3238302336608205	0.07000146777732551	9.118877439855702	-33.19687868621439	7.967648836226701e-11	1.4354618951718106e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044596.1	-1.5019239156547237	0.06577706080284043	8.214256373628384	-22.833551656504948	1.0066811428305291e-8	4.883660527868409e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044603.1	0.0071650755234884955	0.059465736452807255	8.854657080893244	0.1204908229661763	0.9067840428759055	0.9172540420125754	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044624.1	-1.340015233645561	0.05133531568185019	9.118877439855702	-26.10318483186671	6.986614978447397e-10	6.108844564325434e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044640.1	-1.411439998274462	0.09205276568441902	7.08435370949861	-15.332945053636388	1.0798938772538115e-6	2.5733151165706823e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044641.1	-2.249440459987505	0.08826563500595615	9.118877439855702	-25.484895223783447	8.670250035644915e-10	7.04339584713845e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044646.1	-2.3659959190381343	0.04763876065252418	8.572792606913104	-49.66535414923247	7.52854788534963e-12	3.330450688291302e-10	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044652.1	0.1247846890161679	0.06329239628954075	8.868695981166123	1.9715589285847426	0.08061440281960283	0.09508583732787367	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044701.1	0.08509725287829306	0.05222616393585227	6.731940446514141	1.6293988772144035	0.14895482334973548	0.17060156389635298	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044710.1	-2.009621681627206	0.06856795541577064	6.294652359094652	-29.308467336405258	5.7136253761928636e-8	1.9804870582490081e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044725.1	-1.082093370562053	0.05717987258882377	8.984797070590737	-18.924375336463346	1.5098576998577172e-8	6.653497407569917e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044728.1	-1.0546221312993347	0.12844056118939165	6.979328911314832	-8.2109741777307	7.843274867891103e-5	1.3051676763403146e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044748.1	-2.688409140610807	0.0873885223114279	5.981371315268616	-30.76387000835281	8.146157723705307e-8	2.688111721529934e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044750.1	2.3248059156627723	0.07515740589722014	8.258303665103199	30.93249278510237	7.837032319354804e-10	6.6443757880222515e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044751.1	-3.2056879611583162	0.07689430237765342	8.137506988653218	-41.689538262719644	8.861925547936144e-11	1.5073249007968883e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044787.1	-1.1668095308609188	0.0609817017042623	8.328869043479951	-19.133764690914898	3.545374020194963e-8	1.3478709877276276e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044816.1	-0.035119027007298964	0.09588997175614912	7.184341325002792	-0.36624295913453425	0.7247318507777121	0.7537481166840823	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044834.1	-2.0439642431565184	0.0770181013770246	7.85869939538731	-26.538751366393157	5.646328242394044e-9	3.076560315489828e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044861.1	0.725966161815608	0.1036533567446497	6.04002286566763	7.0037882478232465	4.100970319013911e-4	6.236601560705975e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044862.1	0.822083038390272	0.14435014909660665	6.735672953667396	5.695061927785686	8.469319440812275e-4	0.0012394667298247378	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044885.1	-1.4997197084968685	0.09098599824703149	8.886700157600202	-16.482972516552	5.742709731898094e-8	1.9874846694129114e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044898.1	-0.9091920426307409	0.11458007529549517	8.722657460384738	-7.93499253937466	2.8326793882180144e-5	5.02437931979281e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044902.1	-2.394544313142218	0.08460596808975415	8.232497899952964	-28.30230972124766	1.7019989777299438e-9	1.205155536053469e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044904.1	-0.024857873981517287	0.09413124492127418	7.532321054978402	-0.2640767579596652	0.7988013126930515	0.822739572409533	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044911.1	-1.8102468606737045	0.04414502870717725	8.529920277473334	-41.00681126931487	4.248107570973983e-11	9.683951340363141e-10	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044964.1	0.1512349847103473	0.08251869975787565	8.59629319423101	1.832735915060432	0.10161624173136054	0.11835802086958261	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044997.1	3.9555106430325315	0.06910286806344787	6.216558969226382	57.24090408810121	1.0597780121675394e-9	8.307172207657133e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045008.1	-1.5422091738179164	0.10475949626627713	7.9592489052329904	-14.721426016577412	4.6874035474813996e-7	1.2233247108730661e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045034.1	-1.2277562366544255	0.07167990593929541	8.704082940641051	-17.1283181885617	5.2587457423267416e-8	1.8457247428684902e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045044.1	-1.6864425232621998	0.07382529389239115	7.710883454982078	-22.843695356233646	2.3184677026158778e-8	9.486184702644452e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045071.1	-1.822457892307394	0.08323536126105636	6.8738414373286405	-21.895236167612744	1.296518977743178e-7	4.006780598737014e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045078.1	1.2484794238869308	0.07475727016587974	8.013676104453898	16.700441590719752	1.6409295101408954e-7	4.908562314191156e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045099.1	-2.4186645758498337	0.04971700209979257	7.287389988537539	-48.64864078077477	1.9955689069104978e-10	2.554785637844156e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045103.1	0.35849079010469986	0.06740657360424444	9.036155932972434	5.318335748816737	4.756311744992206e-4	7.179459755616614e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045109.1	0.4159501413858677	0.052635660969620766	9.118877439855702	7.902439785565489	2.261821554363211e-5	4.0831590726847784e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045126.1	-0.9537128513382788	0.06974767798814703	8.807866682237286	-13.67375773427688	3.1165974022682837e-7	8.563934313243967e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045142.1	-1.3326421643405595	0.07463591825757902	8.589320294392039	-17.855239078608566	4.331673234557853e-8	1.5813521523625847e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045159.1	-1.6151160517290097	0.07261289848847129	8.46963744656792	-22.242825797477852	8.243395809886395e-9	4.1664584251778746e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045163.1	1.6421094644677077	0.04831165072584828	8.200325395950664	33.989926649083145	4.071385227931136e-10	4.143724190978659e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045200.1	0.6565863558924534	0.059617409702704564	8.894867810842591	11.013332500802482	1.7558516377515465e-6	3.96419662328141e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045213.1	0.6643489530631465	0.0898788363208755	8.746488434110589	7.391606080561181	4.819702225185278e-5	8.247579296104107e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045214.1	-1.32142142690767	0.10228091343506719	6.324380727964588	-12.919530951848328	8.798312442722972e-6	1.7211409804766305e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045229.1	-1.0760541453442538	0.0566226515002994	9.118877439855702	-19.003951896151737	1.203138460491063e-8	5.5821626598899994e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045254.1	-2.66831784418874	0.057468348946503614	8.396670280513014	-46.431085860368725	2.0167259981218006e-11	6.301211020705038e-10	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045256.1	-0.8495968720179603	0.12222636612569075	7.372553878113961	-6.951011462979129	1.7390739894739443e-4	2.7592977929579484e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045264.1	3.5794205186732593	0.09342876370374562	7.469390077993543	38.31176156866729	7.55733649485644e-10	6.456248462527452e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045265.1	-0.07187096136839216	0.10572448233335854	9.118877439855702	-0.6797948760985817	0.5135199165271473	0.5482453971429616	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045280.1	-2.016484502652796	0.1395558636238644	7.382141703217209	-14.449299730520044	1.1111552540728018e-6	2.6337621619083704e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045284.1	-1.0758473865544418	0.11188725621548194	7.3811095557337945	-9.615459552270044	1.9570109012788018e-5	3.5791750744632364e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045307.1	-0.9731279912946497	0.07713581953946809	8.705343865906546	-12.615773023539722	6.839893783810505e-7	1.7178552797113736e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045311.1	2.078709567030259	0.09089569590428512	5.979037191730553	22.869174897117016	4.757523640323588e-7	1.2408999197294682e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045314.1	0.8613776681806411	0.09659287382214357	7.107437183746223	8.917610938532542	4.131062145083315e-5	7.145793907948994e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045336.1	-2.716429480594991	0.08793437789476377	7.2376675030365085	-30.89155283324915	5.948067874078019e-9	3.2034967089200816e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045364.1	-1.1948777258944134	0.0627605541731324	9.118877439855702	-19.038673919261488	1.1837178645569791e-8	5.503487428554196e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045405.1	1.8491414167184919	0.05763036425442333	7.563812133027604	32.086235106115325	2.329660627111904e-9	1.546645420792866e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045408.1	0.2875994798011637	0.07723467608872928	8.659008943099195	3.723709276268106	0.0050762439715793806	0.006718204403144749	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045419.1	0.5527259457789906	0.08039287946461396	8.288973678715614	6.875309722203452	1.0793252294871284e-4	1.761938299360062e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045437.1	-1.1643686906535389	0.1077027019542959	9.118877439855702	-10.810951531630502	1.6739725718727365e-6	3.802394230364711e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045466.1	-0.04529369290511398	0.12927095319453438	8.487320795179507	-0.3503779602905335	0.7345927911648451	0.7620526099197882	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045469.1	-0.1423433045156244	0.06569682408824055	8.919774580317906	-2.1666694926445196	0.05869563891149763	0.07030887792401379	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045471.1	-0.07606742939442634	0.085448142435938207	9.072214297529609	-0.8902174725618556	0.39634227939202804	0.4300284857512339	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045527.1	-0.34338416917357983	0.08771030241439517	8.162376889235137	-3.9149810195754497	0.004278189506463412	0.005714484518648289	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045532.1	0.35768959880650386	0.11040949271029989	6.492786718390229	3.2396634567014515	0.01583331780452219	0.02009181026714148	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045539.1	-0.05770628799340202	0.0797510809502014	8.663044768751476	-0.7235800105259425	0.48839980143336126	0.5231767712309418	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045559.1	-2.599402206566608	0.05323847943442543	8.116782214386712	-48.82562827077598	2.586752337735559e-11	7.268936757863193e-10	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045570.1	-1.707842821980472	0.060682186837818765	8.673874240795211	-28.144055298219715	7.923624415257733e-10	6.654652986348035e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045575.1	-0.9650569341490232	0.05210179310891073	8.017792030688163	-18.522528238744513	7.249338679735724e-8	2.4089328926618063e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045582.1	-0.7665129330615869	0.08876856525314361	5.952976770025517	-8.634959130810577	1.3866820074418914e-4	2.2326829582884218e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045583.1	-0.6488970143161422	0.08560808757878116	7.5762491183611465	-7.579856444275692	8.55393161448948e-5	1.417091822526474e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045598.1	-0.8196559960471621	0.07192924517627701	9.118877439855702	-11.395309293715387	1.06749156163501e-6	2.5478377656972352e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045636.1	-0.3006117666302842	0.07017049764336966	9.11420545212006	-4.284019306206085	0.0019797262554748234	0.0027590196224146946	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045659.1	-0.9982386920969345	0.10467463316175434	8.712353871218127	-9.536586486568817	6.6833611005760825e-6	1.3354766277895321e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045666.1	-0.11670259466231636	0.05179210089472527	9.118877439855702	-2.2532894523728784	0.05036095678520837	0.0606666904600461	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045674.1	0.02864284697981878	0.14062732350741197	6.539821954824908	0.20367910207939866	0.8447959024005515	0.8646109620372968	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045693.1	-0.4265775002148352	0.1670825226415591	8.404136837162806	-2.553094683218117	0.03271478959046803	0.04009042235057903	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045703.1	-0.5601785883701483	0.0659036124476071	8.047697662899207	-8.499967870736771	2.7159935476176014e-5	4.8269925102448064e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045744.1	-0.834082667788528	0.067868356573921207	8.020612062756822	-12.289713644090638	1.74796598237686e-6	3.9503854371572135e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045747.1	1.0523909112565348	0.08263324322857894	7.742598906869996	12.735684455049471	1.8135622897979618e-6	4.076588050056817e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045751.1	-0.3191113286127438	0.06021037508926067	8.365621037438189	-5.2999392237578276	6.289755114698892e-4	9.340211026386123e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045756.1	-0.14383018282975296	0.10258563081535113	9.00575712759268	-1.4020499916663758	0.1944145353062001	0.21963189475299674	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045766.1	-2.6240197675160037	0.06408228245215657	7.628918055511631	-40.94766395805394	3.2087210433515417e-10	3.5138641229643844e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045772.1	-0.7143177379409774	0.055916518305573044	9.118877439855702	-12.774717732555665	3.982719275408439e-7	1.0548185964745053e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045786.1	0.10271563393111921	0.11474162195005082	6.938704821401891	0.89519070922523	0.40067160617258585	0.4343039146965341	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045795.1	1.3691061550931314	0.06943708257488222	9.118877439855702	19.717218873887195	8.66072772198329e-9	4.313949995743739e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045806.1	0.7618095855884446	0.06956916923321083	8.596275394646149	10.950390726022542	2.430244379130093e-6	5.327935174658124e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045807.1	0.7781572144134425	0.08135166574082683	8.978694486569267	9.565350719338984	5.262090710858822e-6	1.0716053462222981e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045814.1	-0.7449298882938242	0.09415707094167794	7.609341835641565	-7.9115660761712	6.238319182736525e-5	1.0522012120976516e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045815.1	-0.44040854873446644	0.09131872426968052	8.454656264139867	-4.822762826097541	0.0011262440718410578	0.0016206307610260376	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045830.1	1.7838243287364703	0.1066824399931844	7.957275978542598	16.72088048277142	1.7551835040205747e-7	5.203822094203005e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045833.1	1.1933752426359592	0.4217384591471085	7.745357143262009	2.8296571411802227	0.02289849289130104	0.028514622697417235	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045837.1	3.866762178544084	0.07371284039575433	6.434408646267418	52.45710459377169	1.0308967882312413e-9	8.109237411649977e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045848.1	-0.501986467471096	0.05675536224408108	8.890691597527471	-8.844740789641376	1.0667668820853422e-5	2.0553317935132856e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045867.1	-0.6245726055931262	0.10351901857207906	8.461967167543815	-6.033409263421907	2.491753440825053e-4	3.877796716686289e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045868.1	-0.4020852532686927	0.07845128307171396	7.503263736032591	-5.125285878385674	0.001099366981734292	0.0015855299142636594	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045883.1	-0.554638482992486	0.07227695186465936	8.98292155778638	-7.673794600954703	3.1149873356588807e-5	5.4837523308604726e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045938.1	0.573803173030511	0.1407304730430058	8.385570050641558	4.077320004851846	0.0032121991268234565	0.00434648870340618	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045939.1	-0.6359950326089283	0.08616127488976098	8.754602633902145	-7.381448724182087	4.84683223747111e-5	8.284486012632332e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045952.1	0.7635481607124877	0.11129468372912164	8.163783263447538	6.860598683858749	1.1779023023639162e-4	1.9116845212357347e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045960.1	-0.48747512940881665	0.10484226199568512	7.1328112200099385	-4.649605227221053	0.002229721274269717	0.003084332710042444	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045961.1	-2.479790163996829	0.05399275878261345	8.334750709442897	-45.92819889016973	2.5511661032169972e-11	7.268936757863193e-10	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD045966.1	-0.041185538769191954	0.047801802183575354	8.132233810656103	-0.8615896658252618	0.4135956022195232	0.44722777122866153	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
